date,weight,calories,fat,saturated,carbohydrate,fiber,sugar,protein,sodium,cholesterol,potassium
"2020-02-03",249.5,1391.0,12.53,3.46,182.8,13.7,51.59,38.25,638.0,218.0,2130.0
"2020-02-04",249.5,1510.0,33.23,15.335,198.37,18.47,53.08,60.64,1741.56,382.0,1616.0
"2020-02-05",248.8,1013.0,17.99,7.762,73.5,5.3,18.38,15.39,799.0,97.0,470.0
"2020-02-06",248.0,1589.0,21.58,8.593,68.65,3.8,12.12,49.06,2569.0,265.5,640.0
"2020-02-07",245.6,2819.0,75.56,37.399,134.87,7.8,22.06,77.49,1685.0,1198.0,4344.0
"2020-02-08",248.7,1558.0,57.29,30.658,160.88,14.9,57.03,76.33,2758.4,284.85,2081.0
"2020-02-09",248.2,1142.0,14.0,8.0,76.4,7.0,10.0,32.11,1016.0,176.0,299.0
"2020-02-10",246.9,1580.0,69.48,25.801,158.13,17.5,24.52,67.83,2571.0,522.0,1278.0
"2020-02-11",245.8,1308.0,30.89,17.931,72.46,4.1,22.74,34.41,723.0,92.0,686.0
"2020-02-12",243.8,1909.0,34.4,5.6,144.76,24.0,0.0,29.45,1772.4,8.0,209.0
"2020-02-13",244.5,1328.0,25.45,5.019,222.14,30.5,21.19,43.58,2234.0,8.0,543.0
"2020-02-14",244.5,1533.0,23.81,10.438,100.43,5.2,28.09,29.49,680.0,49.0,1180.0
"2020-02-15",243.8,,,,,,,,,,
"2020-02-16",244.5,1435.0,45.69,7.343,84.48,13.4,7.71,75.88,1486.0,129.0,1921.0
"2020-02-17",244.5,1475.0,46.63,15.754,78.55,7.6,3.15,108.66,1332.0,618.0,2474.0
"2020-02-18",244.1,1656.0,44.15,12.018,162.59,23.8,21.53,44.26,2201.0,107.0,1444.0
"2020-02-19",243.2,1599.0,41.96,8.809,77.43,8.7,25.69,25.63,1459.0,430.0,2227.0
"2020-02-20",242.9,1456.0,42.65,14.699,218.63,28.1,47.15,54.43,3394.0,76.0,1893.0
"2020-02-21",243.6,1670.0,28.13,4.069,118.59,8.54,13.59,82.11,2742.88,479.0,1163.0
"2020-02-22",244.9,1188.0,54.53,13.213,43.32,7.4,6.9,125.29,2711.5,1338.5,1329.0
"2020-02-23",244.1,1536.0,42.73,10.536,113.79,10.37,17.78,38.51,2044.0,441.0,1907.0
"2020-02-24",240.7,1133.0,35.19,14.193,87.36,7.11,16.31,72.82,2505.38,160.4,1468.0
"2020-02-25",239.6,1677.0,21.01,3.889,157.67,15.24,39.83,22.23,3579.38,10.0,1719.0
"2020-02-26",239.4,2108.0,31.24,9.123,163.71,22.45,16.31,66.32,1702.0,116.75,589.0
"2020-02-27",241.0,1451.0,38.83,7.248,115.36,4.9,42.58,86.74,2087.0,153.0,1765.0
"2020-02-28",240.5,1202.0,31.04,11.809,100.17,3.0,3.02,76.2,1003.0,212.0,1535.0
"2020-02-29",,,,,,,,,,,
"2020-03-01",243.0,425.0,30.66,11.261,16.01,1.5,3.64,20.28,520.6,464.15,274.0
"2020-03-02",,,,,,,,,,,
"2020-03-03",242.7,1557.0,36.44,5.271,119.12,23.3,28.92,22.36,783.0,5.0,2434.0
"2020-03-04",243.4,2395.0,52.24,12.53,209.07,37.3,37.61,90.14,3395.0,12.0,2157.0
"2020-03-05",242.9,1512.0,71.32,26.936,118.11,7.26,23.43,47.01,2452.75,102.71,712.65
"2020-03-06",243.7,1201.0,53.76,14.346,72.47,8.0,37.96,39.03,643.0,866.0,836.0
"2020-03-07",241.9,1362.0,59.67,21.855,123.59,16.19,20.81,49.75,2031.09,670.4,907.0
"2020-03-08",243.6,939.0,26.47,11.077,70.12,13.6,30.68,21.72,1013.0,115.0,
"2020-03-09",243.4,2361.0,61.4,25.639,215.46,12.35,47.39,75.89,2662.75,74.0,1633.0
"2020-03-10",242.1,1226.0,29.12,1.828,80.38,8.0,7.98,24.24,1110.0,222.0,238.0
"2020-03-11",240.3,1639.0,75.59,40.373,181.4,21.6,6.81,59.47,2876.5,656.0,324.0
"2020-03-12",241.6,,,,,,,,,,
"2020-03-13",240.1,1416.0,33.45,8.182,140.74,8.7,20.22,64.7,1819.0,94.0,1362.0
"2020-03-14",,1406.0,30.52,8.614,127.3,8.2,6.34,57.47,1144.5,88.5,618.0
"2020-03-15",240.5,1036.0,23.0,0.0,96.12,6.0,3.0,17.62,803.0,10.0,388.0
"2020-03-16",238.1,1670.0,5.8,0.886,148.13,4.0,20.72,21.46,904.0,0.0,2045.0
"2020-03-17",239.6,545.0,21.16,12.231,74.91,9.5,0.0,14.25,762.0,0.0,111.0
"2020-03-18",240.1,1442.0,43.47,19.737,127.36,5.4,3.08,81.2,2101.0,731.0,714.0
"2020-03-19",239.6,992.0,7.56,3.423,87.07,2.7,3.56,12.46,632.0,11.0,755.0
"2020-03-20",240.1,1520.0,12.1,2.455,183.98,12.7,34.57,34.35,2433.0,6.0,1103.0
"2020-03-21",238.5,761.0,9.68,1.853,107.7,8.6,31.66,23.95,2073.0,6.0,484.0
"2020-03-22",240.5,1264.0,65.84,25.516,63.74,6.97,20.57,74.62,2321.1,336.0,222.8
"2020-03-23",239.4,1726.0,14.71,3.72,222.54,15.7,15.03,40.19,1209.0,59.0,2804.0
"2020-03-24",239.0,1421.0,64.22,36.131,133.84,8.6,3.24,74.29,2604.0,291.0,359.0
"2020-03-25",237.0,1414.0,1.87,0.175,143.63,8.8,59.54,11.0,760.0,0.0,42.0
"2020-03-26",236.3,1150.0,49.31,18.805,143.45,11.5,11.0,35.6,2438.0,68.0,679.0
"2020-03-27",235.0,1220.0,49.36,19.869,101.3,7.95,20.14,92.91,1696.6,605.4,754.0
"2020-03-28",235.0,1961.0,40.13,7.338,268.09,13.6,55.68,122.9,2971.0,153.0,3931.0
"2020-03-29",236.6,1446.0,71.67,37.621,122.13,5.2,14.03,76.32,2022.0,992.0,557.0
"2020-03-30",234.6,1277.0,52.8,16.323,137.68,14.4,7.05,59.92,2522.0,217.0,824.0
"2020-03-31",234.8,1363.0,25.78,4.053,237.81,42.0,16.04,48.09,2100.0,15.0,1752.0
"2020-04-01",234.5,1290.0,58.41,20.925,156.12,14.6,12.45,37.5,2293.0,74.0,929.0
"2020-04-02",233.9,1577.0,82.79,22.469,169.07,13.67,29.3,48.28,2471.0,66.0,1702.0
"2020-04-03",235.2,1405.0,55.81,15.602,174.44,33.9,8.92,53.53,2928.0,439.0,1048.0
"2020-04-04",234.6,1070.0,48.5,8.866,135.87,20.0,29.03,29.65,5638.0,0.0,2378.0
"2020-04-05",233.0,1829.0,72.17,25.28,176.88,17.5,24.09,122.79,3328.6,249.15,1635.0
"2020-04-06",230.8,1072.0,46.01,12.562,130.35,11.2,15.85,35.38,2313.5,243.0,1465.5
"2020-04-07",231.7,1499.0,73.88,30.216,139.65,8.77,14.09,68.63,1972.4,942.0,824.2
"2020-04-08",,1733.0,46.66,12.554,268.67,16.7,52.14,61.0,3461.0,32.0,2569.0
"2020-04-09",233.9,1333.0,86.25,16.311,107.6,12.5,17.95,42.24,723.0,846.0,3400.0
"2020-04-10",232.4,1064.0,60.09,11.51,63.48,5.5,3.68,64.82,1778.5,449.0,628.0
"2020-04-11",232.6,1786.0,40.11,21.166,242.11,12.8,12.14,88.41,519.32,135.0,1118.0
"2020-04-12",232.8,1242.0,42.83,19.645,185.08,8.8,10.05,26.78,123.32,0.0,1457.0
"2020-04-13",231.4,1136.0,56.25,22.207,125.97,7.8,15.92,38.61,2133.0,82.0,580.0
"2020-04-14",233.5,2089.0,82.98,21.6,279.48,23.83,39.69,63.19,4246.3,276.7,2130.0
"2020-04-15",229.7,1462.0,43.37,7.858,194.61,21.4,20.69,84.11,1777.0,165.0,2842.0
"2020-04-16",231.5,1310.0,76.42,28.679,108.56,6.6,17.71,62.16,1555.0,722.0,511.0
"2020-04-17",229.7,1597.0,67.68,18.18,182.35,21.3,19.35,75.91,3792.5,120.5,889.0
"2020-04-18",230.6,1784.0,44.67,6.058,222.2,31.28,51.86,136.62,3834.9,50.0,2415.18
"2020-04-19",231.0,1730.0,71.99,23.821,190.27,15.8,17.12,80.06,2623.5,701.95,1509.0
"2020-04-20",229.5,1663.0,41.72,17.499,234.08,18.11,16.56,84.38,2875.37,131.65,527.0
"2020-04-21",230.8,1194.0,46.02,4.962,130.9,12.32,12.5,66.81,2179.74,270.38,333.09
"2020-04-22",229.2,1662.0,108.2,21.328,123.73,14.2,13.46,52.31,977.0,1069.0,2663.0
"2020-04-23",227.7,1288.0,71.18,12.829,100.42,10.8,15.95,65.69,1241.0,103.0,1633.0
"2020-04-24",228.0,1883.0,79.3,18.145,242.79,14.49,20.61,55.8,2294.0,47.5,939.0
"2020-04-25",228.2,1527.0,53.08,15.688,213.49,14.0,14.29,48.18,1711.0,206.5,705.0
"2020-04-26",228.1,1093.0,49.48,11.482,126.47,13.7,15.61,40.45,1941.45,35.0,1192.94
"2020-04-27",226.4,1463.0,64.54,28.455,160.64,11.3,22.25,59.35,2167.55,234.96,2026.0
"2020-04-28",227.1,1735.0,58.65,11.363,265.32,34.84,41.33,45.7,3511.38,19.0,1470.0
"2020-04-29",229.5,1820.0,98.98,33.042,163.97,12.2,20.4,70.91,1456.0,128.0,1635.0
"2020-04-30",227.7,882.0,47.65,11.97,91.56,8.9,7.0,24.47,1249.0,33.0,984.0
"2020-05-01",226.2,2042.0,109.26,37.877,167.29,44.8,8.3,107.49,2851.8,562.56,2996.23
"2020-05-02",226.2,901.0,44.49,13.745,91.38,10.56,11.36,34.58,1330.62,458.0,641.0
"2020-05-03",225.3,1501.0,96.66,15.468,100.17,17.19,14.02,63.1,1139.0,73.0,1751.8
"2020-05-04",225.5,953.0,17.28,3.07,143.59,11.6,24.32,53.36,2414.0,234.0,1029.0
"2020-05-05",224.2,1110.0,47.34,19.959,101.4,21.0,21.94,72.62,2415.0,366.0,865.0
"2020-05-06",224.0,1584.0,71.92,27.788,192.38,17.4,16.01,49.6,968.0,160.0,1793.0
"2020-05-07",224.4,1827.0,53.19,14.48,270.41,23.7,63.03,63.27,4098.0,110.0,2798.0
"2020-05-08",224.9,1683.0,72.8,16.643,209.78,24.76,25.05,48.33,4512.0,497.0,1479.0
"2020-05-09",225.1,1569.0,63.63,23.999,189.28,9.3,25.22,59.03,8024.0,111.0,971.0
"2020-05-10",224.4,1506.0,83.42,30.348,150.15,20.5,23.33,47.98,1452.0,114.0,1537.0
"2020-05-11",223.3,1485.0,54.76,27.194,176.44,15.6,11.52,69.0,2941.5,265.0,1210.0
"2020-05-12",222.7,1363.0,54.38,1.69,189.74,22.6,22.36,37.19,2103.0,20.0,1335.0
"2020-05-13",222.6,1667.0,44.27,13.718,215.73,18.44,34.95,93.54,1642.73,114.0,2351.0
"2020-05-14",224.4,1568.0,50.59,24.841,228.28,21.5,21.98,48.3,2716.5,22.0,743.5
"2020-05-15",222.0,1727.0,44.29,15.809,192.88,14.1,21.34,134.39,2595.0,261.0,1302.0
"2020-05-16",223.1,1856.0,61.08,18.117,268.28,38.0,41.04,67.31,3595.0,78.0,3634.0
"2020-05-17",222.4,1516.0,87.53,37.328,133.3,21.53,100.11,64.18,1092.05,208.04,3577.8
"2020-05-18",220.9,1558.0,67.07,18.397,119.77,7.17,34.05,120.19,4049.4,312.0,2615.2
"2020-05-19",221.3,1590.0,40.43,14.585,263.28,25.3,31.15,46.66,3186.0,0.0,2055.0
"2020-05-20",222.7,1618.0,69.77,15.469,185.63,30.45,78.58,74.75,3429.3,273.0,2353.15
"2020-05-21",222.7,1381.0,50.76,14.499,196.74,32.7,65.34,44.32,1489.5,48.0,2917.0
"2020-05-22",221.6,1585.0,77.02,30.358,168.52,8.0,43.03,53.44,2242.7,164.0,1894.05
"2020-05-23",220.0,1522.0,39.71,10.244,254.45,21.35,51.76,47.67,2720.75,34.0,1978.0
"2020-05-24",222.0,1810.0,45.5,13.401,257.0,30.8,71.96,96.59,3661.0,447.0,2350.0
"2020-05-25",222.0,1527.0,57.57,22.601,187.96,23.4,72.92,73.41,1806.0,655.0,2779.0
"2020-05-26",221.1,1556.0,66.02,15.572,133.45,17.7,22.3,107.77,2770.0,333.0,2055.0
"2020-05-27",221.6,1308.0,53.4,11.201,174.89,22.7,21.01,37.75,4689.0,37.0,2495.0
"2020-05-28",224.4,1121.0,59.16,22.479,63.76,6.6,28.0,82.82,1511.0,372.0,1654.0
"2020-05-29",221.7,1593.0,111.58,42.711,91.26,10.02,44.93,82.18,3499.07,280.55,1650.0
"2020-05-30",220.7,1244.0,66.98,25.862,96.81,15.6,3.42,64.37,2132.75,588.75,1449.0
"2020-05-31",,,,,,,,,,,
"2020-06-01",222.9,3104.0,78.72,39.44,310.0,10.07,120.74,97.76,3266.18,195.0,4473.0
"2020-06-02",223.9,1442.0,42.98,6.27,205.22,16.91,19.39,43.43,1990.18,4.0,1048.0
"2020-06-03",224.0,1764.0,37.26,11.246,302.32,20.6,51.69,62.18,2447.0,40.0,1237.0
"2020-06-04",222.0,1225.0,83.16,18.921,86.47,10.9,12.0,43.23,1201.16,100.68,847.0
"2020-06-05",221.0,1621.0,53.19,14.134,116.96,9.9,29.79,35.15,1293.91,64.18,1390.0
"2020-06-06",219.4,1579.0,54.16,12.889,221.16,30.4,44.42,64.09,2516.0,65.0,2078.0
"2020-06-07",218.6,1271.0,35.93,6.551,84.88,8.0,18.83,23.37,1233.0,44.0,349.0
"2020-06-08",219.5,3124.0,92.12,28.987,203.31,10.1,34.32,65.78,1603.0,124.0,1574.0
"2020-06-09",220.1,1644.0,63.88,19.245,111.04,10.41,18.57,158.53,2578.55,590.0,2056.4
"2020-06-10",219.9,1491.0,54.82,21.284,204.92,32.9,53.64,59.36,2493.0,149.0,2696.0
"2020-06-11",221.1,1726.0,74.78,21.662,202.89,26.5,17.87,65.51,2269.0,162.0,989.0
"2020-06-12",220.7,1553.0,30.1,18.688,273.51,33.5,26.61,49.43,2278.0,0.0,2386.0
"2020-06-13",218.8,2707.0,95.53,16.193,286.57,19.5,95.23,51.3,6201.0,244.0,3078.0
"2020-06-14",221.4,963.0,58.84,7.737,67.44,24.45,15.37,55.33,894.71,60.0,2522.9
"2020-06-15",220.2,2178.0,51.44,25.326,206.78,60.94,44.02,68.21,2331.12,0.0,3786.0
"2020-06-16",218.2,,,,,,,,,,
"2020-06-17",217.9,1534.0,64.62,28.009,135.63,18.23,49.14,103.49,3193.22,385.0,2063.0
"2020-06-18",220.5,1906.0,51.13,14.538,263.57,15.7,32.87,96.69,4309.0,134.0,2660.0
"2020-06-19",220.9,1193.0,42.8,5.463,139.04,29.5,52.14,67.66,4838.15,61.0,2110.0
"2020-06-20",220.6,1937.0,88.54,21.067,208.22,26.41,50.26,83.03,3578.55,231.0,2945.4
"2020-06-21",220.2,1416.0,61.83,14.114,115.7,10.0,15.87,96.85,3514.4,140.85,1325.0
"2020-06-22",221.8,1354.0,37.47,14.898,209.52,16.35,55.12,50.75,2076.5,66.0,2450.0
"2020-06-23",219.4,1524.0,72.07,13.8,190.06,33.2,45.41,47.48,3965.0,24.0,4608.0
"2020-06-24",218.5,1450.0,65.1,20.144,172.97,27.9,20.13,41.38,4554.0,0.0,1769.0
"2020-06-25",216.9,1831.0,92.91,36.54,78.7,5.56,12.44,162.79,4526.1,1397.65,1757.0
"2020-06-26",217.4,1449.0,45.21,14.329,223.68,16.6,38.77,48.43,1716.6,49.65,1044.5
"2020-06-27",216.2,1718.0,64.44,25.823,240.65,29.4,60.12,45.56,4162.0,0.0,2458.0
"2020-06-28",215.1,1739.0,48.01,15.27,230.2,23.5,43.77,100.07,2463.0,133.0,1567.0
"2020-06-29",217.6,1437.0,53.52,23.132,181.26,24.6,73.08,62.87,1290.5,105.0,4711.0
"2020-06-30",217.9,1218.0,80.74,18.911,44.17,6.9,12.17,91.01,2312.0,1225.0,940.0
"2020-07-01",215.2,1699.0,30.49,6.787,303.58,23.4,76.68,54.07,2789.0,14.0,1738.0
"2020-07-02",215.6,1392.0,29.4,12.741,234.71,48.2,43.53,54.31,3432.0,57.0,1312.0
"2020-07-03",215.1,1502.0,25.83,11.289,265.89,21.7,89.66,45.49,1049.0,53.0,1265.0
"2020-07-04",215.4,,,,,,,,,,
"2020-07-05",214.7,,,,,,,,,,
"2020-07-06",214.0,1082.0,28.25,10.481,159.84,33.5,22.25,47.2,3601.0,251.0,1138.0
"2020-07-07",214.0,1919.0,68.02,23.144,213.57,17.84,32.99,69.61,2961.65,103.0,991.2
"2020-07-08",213.8,1690.0,24.12,5.083,330.87,25.97,107.74,48.55,2101.25,12.0,1321.0
"2020-07-09",,1591.0,89.18,26.689,90.52,12.84,47.63,114.49,2818.65,972.0,1756.2
"2020-07-10",212.5,1768.0,64.66,23.051,196.49,15.0,47.48,102.73,4134.0,522.0,1240.0
"2020-07-11",212.1,1585.0,46.9,7.634,197.66,23.24,62.73,100.83,1909.75,134.0,3181.7
"2020-07-12",212.7,1714.0,62.16,22.343,210.29,23.54,154.72,94.95,1353.88,159.0,5008.0
"2020-07-13",213.6,2293.0,68.54,35.599,350.21,49.7,79.73,77.07,2026.0,49.0,4084.0
"2020-07-14",215.0,1355.0,40.41,5.223,198.66,23.3,98.75,64.22,1636.0,19.0,2332.0
"2020-07-15",214.1,1924.0,24.42,8.19,253.1,21.5,131.31,50.15,1376.5,42.0,2166.0
"2020-07-16",212.3,1767.0,66.32,22.587,182.1,13.5,45.85,111.81,1851.0,319.0,3206.0
"2020-07-17",214.7,2484.0,61.51,15.501,170.5,17.5,46.77,91.03,2044.0,182.0,1803.0
"2020-07-18",212.7,1534.0,75.65,11.413,147.09,21.64,56.4,74.49,2916.65,302.0,2009.2
"2020-07-19",213.6,2876.0,213.18,88.684,122.67,15.2,31.77,127.34,3364.26,909.0,1688.0
"2020-07-20",212.9,1566.0,41.96,20.957,194.32,14.7,102.48,106.94,2782.0,238.0,4532.0
"2020-07-21",212.5,1643.0,56.65,18.164,190.76,20.83,54.36,96.06,3334.08,699.0,2664.28
"2020-07-22",212.5,1482.0,63.59,19.103,194.15,17.31,79.12,55.24,2447.96,76.0,2445.6
"2020-07-23",212.7,2071.0,32.98,9.176,189.01,12.46,43.02,41.14,1563.35,22.0,779.8
"2020-07-24",213.8,1348.0,63.85,26.141,140.3,11.8,25.14,59.59,1437.0,930.0,1960.0
"2020-07-25",210.3,1463.0,47.65,7.856,184.87,19.83,56.25,78.12,1966.38,19.0,2298.52
"2020-07-26",209.8,1463.0,74.2,15.971,76.46,6.9,15.56,113.38,1256.0,871.0,1051.0
"2020-07-27",208.3,1407.0,25.71,9.767,82.98,7.7,9.62,93.33,1616.2,222.3,998.0
"2020-07-28",,,,,,,,,,,
"2020-07-29",,,,,,,,,,,
"2020-07-30",,,,,,,,,,,
"2020-07-31",,,,,,,,,,,
"2020-08-01",216.5,1552.0,72.96,26.798,167.25,16.09,66.67,63.68,2040.12,120.0,1899.0
"2020-08-02",214.3,1438.0,44.96,18.948,153.37,11.06,75.6,62.74,1290.78,703.59,1402.0
"2020-08-03",213.8,1645.0,83.39,33.628,116.22,8.96,69.57,112.46,2204.1,797.52,2248.0
"2020-08-04",211.9,1526.0,65.23,29.477,126.95,10.41,67.89,107.95,2704.28,1045.43,1669.25
"2020-08-05",212.3,1843.0,116.58,20.484,163.67,37.7,57.02,45.53,1057.25,648.0,2983.0
"2020-08-06",215.8,1883.0,126.67,30.3,152.29,33.1,101.81,50.14,530.0,701.0,3577.0
"2020-08-07",214.3,1356.0,25.15,4.689,145.83,19.58,59.24,26.99,917.33,17.0,1108.98
"2020-08-08",213.8,1576.0,60.34,27.981,166.34,15.91,54.19,92.51,2159.2,599.0,2701.0
"2020-08-09",213.8,1629.0,59.98,22.753,127.38,12.08,57.23,92.96,1020.95,780.0,2439.6
"2020-08-10",210.3,1855.0,82.41,46.124,77.67,10.2,58.77,89.41,1814.0,838.0,2341.0
"2020-08-11",207.8,1837.0,62.86,15.809,217.77,14.69,29.86,99.45,2940.53,697.15,1054.0
"2020-08-12",209.7,1809.0,38.82,12.381,295.14,18.85,58.12,67.32,3296.59,250.0,707.05
"2020-08-13",209.4,2043.0,121.81,71.09,122.03,10.2,32.68,111.15,3136.34,958.62,2076.43
"2020-08-14",207.9,1434.0,69.52,25.668,125.11,17.8,27.91,82.58,2090.95,228.8,1596.5
"2020-08-15",205.9,1795.0,69.14,14.712,194.32,14.29,34.54,98.61,3584.22,687.0,1085.8
"2020-08-16",208.1,1691.0,73.45,20.446,139.78,11.5,21.72,126.8,4268.5,523.0,510.0
"2020-08-17",207.0,2025.0,60.38,28.819,154.16,8.6,44.43,95.0,3154.5,545.0,1244.5
"2020-08-18",208.6,1749.0,67.48,26.486,194.33,25.4,17.78,90.84,3308.0,396.0,1567.0
"2020-08-19",206.8,2876.0,107.12,48.079,282.9,47.4,58.0,193.68,3886.0,234.0,7316.0
"2020-08-20",208.8,1425.0,49.23,22.439,148.63,14.2,88.71,102.78,1331.0,239.0,2360.0
"2020-08-21",205.6,1926.0,53.0,14.324,71.27,12.2,8.05,75.01,875.0,887.0,979.0
"2020-08-22",205.3,1133.0,62.38,18.409,66.79,6.2,28.64,77.69,1455.0,978.0,1357.0
"2020-08-23",204.3,1126.0,55.08,23.963,74.15,9.5,6.48,82.32,1140.0,737.0,1118.0
